timestamp,value
2024-11-17 00:45:57,43.65201891903271
2024-11-17 00:45:57,92.5467189703932
2024-11-17 00:45:57,49.199654739264986
2024-11-17 00:45:57,0.0
2024-11-17 00:46:12,43.34508710067891
2024-11-17 00:46:12,42.42964356011832
2024-11-17 00:46:12,92.54249776327562
2024-11-17 00:46:12,49.1974106625967
2024-11-17 00:46:27,49.197928508273336
2024-11-17 00:46:27,43.65079365079365
2024-11-17 00:46:27,92.848722159067
2024-11-17 00:46:27,42.734892794363766
2024-11-17 00:46:42,93.76348613230884
2024-11-17 00:46:42,42.42904809186821
2024-11-17 00:46:42,44.56607546971212
2024-11-17 00:46:57,42.42889922741721
2024-11-17 00:46:57,93.1526651135375
2024-11-17 00:46:57,49.1972380497937
2024-11-17 00:46:57,43.95542706374379
2024-11-17 00:47:12,49.19723804979369
2024-11-17 00:47:12,41.20821287225981
2024-11-17 00:47:12,94.67889521991746
2024-11-17 00:47:12,45.481657170123775
2024-11-17 00:47:27,40.59729351376575
2024-11-17 00:47:27,95.59496868585865
2024-11-17 00:47:27,46.39755802326194
2024-11-17 00:47:42,47.00805220777854
2024-11-17 00:47:42,39.37715121766375
2024-11-17 00:47:42,96.20546287037524
2024-11-17 00:47:57,47.00788727650378
2024-11-17 00:47:57,39.68184353915731
2024-11-17 00:47:57,96.20512532629748
2024-11-17 00:48:12,40.29261617809589
2024-11-17 00:48:12,46.39706965875839
2024-11-17 00:48:12,95.5939624865798
2024-11-17 00:48:12,49.1968928278214
2024-11-17 00:48:27,41.81855819126578
2024-11-17 00:48:27,49.19706543820193
2024-11-17 00:48:27,94.67856303308224
2024-11-17 00:48:27,45.4814975948803
2024-11-17 00:48:42,41.5131675894154
2024-11-17 00:48:42,45.48165717012379
2024-11-17 00:48:42,94.6788952199175
2024-11-17 00:48:57,46.39739523395177
2024-11-17 00:48:57,40.90210580235912
2024-11-17 00:48:57,95.59463328374548
2024-11-17 00:49:12,39.98736908583759
2024-11-17 00:49:27,39.98694819274572
2024-11-17 00:49:27,95.59396248657978
2024-11-17 00:49:27,49.196892827821394
2024-11-17 00:49:42,40.29176797499132
2024-11-17 00:49:42,46.70182197101266
2024-11-17 00:49:42,49.19637500394708
2024-11-17 00:49:42,95.89819697495976
2024-11-17 00:49:57,39.98652730851411
2024-11-17 00:50:12,47.00772234638635
2024-11-17 00:50:12,96.20478778458828
2024-11-17 00:50:12,40.29219207207965
2024-11-17 00:50:12,39.986948192745714
2024-11-17 00:50:27,96.20580041682165
2024-11-17 00:50:27,47.00821714021066
2024-11-17 00:50:27,49.197583276610985
2024-11-17 00:50:27,39.68226122225575
2024-11-17 00:50:42,47.008217140210654
2024-11-17 00:50:42,39.68253968253968
2024-11-17 00:50:42,96.20580041682162
2024-11-17 00:50:42,49.19758327661097
2024-11-17 00:50:57,40.90497610543084
2024-11-17 00:50:57,46.39967438824991
2024-11-17 00:50:57,95.59932912751488
2024-11-17 00:51:12,41.21052631578947
2024-11-17 00:51:12,49.19982736902677
2024-11-17 00:51:12,95.29440247578076
2024-11-17 00:51:27,41.82134611470958
2024-11-17 00:51:27,49.2
2024-11-17 00:51:27,94.37894736842104
2024-11-17 00:51:42,42.431578947368415
2024-11-17 00:51:42,93.1578947368421
2024-11-17 00:51:57,49.19948211071463
2024-11-17 00:51:57,43.34691213776696
2024-11-17 00:51:57,92.24113430384944
2024-11-17 00:52:12,44.263779140759866
2024-11-17 00:52:12,49.19982736902678
2024-11-17 00:52:12,92.24178160778384
2024-11-17 00:52:27,44.56873381567591
2024-11-17 00:52:27,91.93684210526315
2024-11-17 00:52:42,43.958048975610446
2024-11-17 00:52:57,43.04210526315789
2024-11-17 00:52:57,92.85360898535774
2024-11-17 00:52:57,49.20051790018842
2024-11-17 00:52:57,43.65309108516932
2024-11-17 00:53:12,42.43172783062396
2024-11-17 00:53:12,93.15724100181752
2024-11-17 00:53:12,43.95758626255255
2024-11-17 00:53:27,43.04135015175173
2024-11-17 00:53:27,43.65278474661314
2024-11-17 00:53:27,92.8529573787978
2024-11-17 00:53:27,49.20017263218467
2024-11-17 00:53:42,43.34812891454236
2024-11-17 00:53:42,49.200345265580815
2024-11-17 00:53:42,43.34767261524642
2024-11-17 00:53:42,92.54801788082725
2024-11-17 00:53:57,92.54769314980052
2024-11-17 00:53:57,43.34736842105263
2024-11-17 00:53:57,43.34752051761585
2024-11-17 00:54:12,43.34721632555674
2024-11-17 00:54:12,49.20017263218468
2024-11-17 00:54:12,92.85295737879784
2024-11-17 00:54:27,93.46381378114936
2024-11-17 00:54:27,42.12661141481695
2024-11-17 00:54:42,92.85263157894737
2024-11-17 00:54:42,43.34797681370967
2024-11-17 00:54:57,44.26315789473684
2024-11-17 00:54:57,91.02073326058505
2024-11-17 00:55:12,92.54736842105262
2024-11-17 00:55:42,42.73669215195736
2024-11-17 00:55:57,41.51578947368421
2024-11-17 00:55:57,94.0726939716424
2024-11-17 00:56:12,42.43143006515767
2024-11-17 00:56:12,93.76743402701024
2024-11-17 00:56:27,46.705099280353394
2024-11-17 00:56:27,41.21038171795888
